ID	ORTHOGROUP	ID_ORTHOGROUP	AMBIGUOUS	query_length	subject_length	alignment_length	perc_identity	q_start	q_end	s_start	s_end	evalue	bit_score	score	query_id	LG	start	end	gene	subject_id	Accession	APG.IV.Order	APG.IV.Family	Species	Author	Locus	Gene_Models	GO_terms	Annotations
7133	6494	7133_6494	NA	924	2869	226	81.858	374	599	267	492	4.34e-48	191	103	NC_033809.1_LG_06_9722490_9722717_ID_7133	06	9722490	9722717	LOC109800905	P01-05H-6494	P01-05H	Oxalidales	Brunelliaceae	Brunellia mexicana	Standl.	AT1G49380	2010267 || 2010266	AT1G49380 || AT1G49380.1	molecular_function_unknown | integral component of membrane | cytochrome complex assembly | chloroplast thylakoid membrane||chloroplast
3619	5343	3619_5343	NA	1285	1129	728	84.753	157	884	91	818	0	730	395	NC_033806.1_LG_03_11302686_11302973_ID_3619	03	11302686	11302973	LOC109797240	P01-05H-5343	P01-05H	Oxalidales	Brunelliaceae	Brunellia mexicana	Standl.	AT5G24840	2149442 || 2149443	AT5G24840.1 || AT5G24840	nucleus||tRNA binding | nucleus
4613	7577	4613_7577	NA	1000	1289	338	83.136	267	598	1174	837	5.8e-82	303	164	NC_033805.1_LG_02_1463132_1463359_ID_4613	02	1463132	1463359	LOC109789137	P01-05H-7577	P01-05H	Oxalidales	Brunelliaceae	Brunellia mexicana	Standl.	AT5G14140	2174703 || 2174702	AT5G14140 || AT5G14140.1	zinc ion binding | nucleic acid binding | biological_process_unknown||nucleus
1655	5614	1655_5614	ID	903	8474	544	78.125	100	637	4662	4120	1.43e-92	339	183	NC_033805.1_LG_02_7249966_7250065_ID_1655	02	7249966	7250065	LOC109805181	P01-05H-5614	P01-05H	Oxalidales	Brunelliaceae	Brunellia mexicana	Standl.	AT3G03790	2079418 || 6530296945 || 2079419	AT3G03790.1 || AT3G03790.3 || AT3G03790	nucleus||biological_process_unknown
4211	5366	4211_5366	NA	941	4081	262	79.389	456	709	1862	2116	5.76e-42	171	92	NC_033805.1_LG_02_22554191_22554428_ID_4211	02	22554191	22554428	LOC109795095	P01-03C-5366	P01-03C	Ericales	Cyrillaceae	Cyrilla racemiflora	L.	AT2G37500	2049781 || 2049780 || 4515101243	AT2G37500 || AT2G37500.1 || AT2G37500.2	arginine biosynthetic process | glutamate N-acetyltransferase activity | methione N-acyltransferase activity||chloroplast | chloroplast stroma||chloroplast | mitochondrion
7077	6387	7077_6387	NA	1043	1202	785	82.548	20	803	181	964	0	689	373	NW_017984690.1_S133930_96587_96787_ID_7077	Scaffold133930	96587	96787	LOC109789680	P01-03C-6387	P01-03C	Ericales	Cyrillaceae	Cyrilla racemiflora	L.	AT1G19800	1006229583 || 2013099 || 1006229582 || 3434476	AT1G19800.3 || AT1G19800 || AT1G19800.2 || AT1G19800.1	chloroplast||chloroplast outer membrane | lipid transport | chloroplast inner membrane | protein binding | lipid transporter activity | ATP-binding cassette (ABC) transporter complex | chloroplast envelope||chloroplast envelope | chloroplast
4484	6459	4484_6459	NA	1879	1625	655	79.389	418	1065	80	733	2.87e-127	455	246	NW_017984346.1_S137510_126297_126767_ID_4484.m	Scaffold137510	126297	126767	LOC109818117	P03-01C-6459	P03-01C	Malpighiales	Humiriaceae	Duckesia verrucosa	(Ducke) Cuatrec.	AT4G28740	2117803 || 2117802	AT4G28740 || AT4G28740.1	molecular_function_unknown | chloroplast organization||chloroplast
4912	5489	4912_5489	NA	949	2941	222	77.027	314	530	966	748	5.94e-27	121	65	NC_033805.1_LG_02_27053272_27053495_ID_4912	02	27053272	27053495	LOC109793241	P03-01C-5489	P03-01C	Malpighiales	Humiriaceae	Duckesia verrucosa	(Ducke) Cuatrec.	AT5G16260	2181452 || 2181451	AT5G16260 || AT5G16260.1	U2 snRNP | RNA binding | nucleus | U2-type spliceosomal complex | mRNA splicing, via spliceosome | negative regulation of flower development | mRNA binding | nuclear-transcribed mRNA catabolic process, nonsense-mediated decay||cytosol | nucleus
2065	7313	2065_7313	NA	1767	1021	302	86.093	967	1267	532	833	7.94e-88	324	175	NW_017984783.1_S128570_105682_105913_ID_2065.m	Scaffold128570	105682	105913	LOC109790301	P03-01C-7313	P03-01C	Malpighiales	Humiriaceae	Duckesia verrucosa	(Ducke) Cuatrec.	AT3G02300	2076532	AT3G02300	Ran GTPase binding | biological_process_unknown
7595	7602	7595_7602	NA	844	2108	237	83.966	319	554	740	975	1.08e-58	226	122	NC_033806.1_LG_03_8352314_8352413_ID_7595	03	8352314	8352413	LOC109798050	P03-01C-7602	P03-01C	Malpighiales	Humiriaceae	Duckesia verrucosa	(Ducke) Cuatrec.	AT5G04520	2184371 || 2184372	AT5G04520.1 || AT5G04520	nucleus||biological_process_unknown | molecular_function_unknown
7441	5614	7441_5614	ID	1334	3273	334	82.635	258	590	2307	1979	6.05e-78	291	157	NC_033805.1_LG_02_7253065_7253320_ID_7441.m	02	7253065	7253320	LOC109805181	P02-01B-5614	P02-01B	Aquifoliales	Cardiopteridaceae	Gonocaryum litorale	(Blume) Sleumer	AT3G03790	2079418 || 6530296945 || 2079419	AT3G03790.1 || AT3G03790.3 || AT3G03790	nucleus||biological_process_unknown
874	5802	874_5802	NA	888	941	463	77.106	70	523	921	475	3.15e-64	244	132	NW_017984095.1_S132748_384865_385092_ID_874	Scaffold132748	384865	385092	LOC109812311	P02-01B-5802	P02-01B	Aquifoliales	Cardiopteridaceae	Gonocaryum litorale	(Blume) Sleumer	AT2G37560	2040706 || 2040705 || 1006228026	AT2G37560 || AT2G37560.1 || AT2G37560.2	origin recognition complex | nuclear origin of replication recognition complex | nucleus | protein binding | DNA replication | DNA replication origin binding||nucleus
7049	5913	7049_5913	ID	990	2591	135	86.667	433	567	1984	2118	7.91e-36	150	81	NC_033806.1_LG_03_13828383_13828620_ID_7049	03	13828383	13828620	LOC109796803	P01-08F-5913	P01-08F	Bruniales	Bruniaceae	Berzelia lanuginosa	(L.) Brongn.	AT1G05055	504956103 || 504953951	AT1G05055 || AT1G05055.1	transcription, DNA-templated | core TFIIH complex | nucleotide-excision repair | holo TFIIH complex | zinc ion binding | nucleic acid binding | regulation of transcription from RNA polymerase II promoter||nucleus
571	5940	571_5940	NA	1311	1261	808	81.188	399	1203	808	5	0	643	348	NC_033807.1_LG_04_1513960_1514193_ID_571.m	04	1513960	1514193	LOC109798718	P01-03A-5940	P01-03A	Celastrales	Lepidobotryaceae	Ruptiliocarpon caracolito	Hammel & N.Zamora	AT2G34980	2044727	AT2G34980	catalytic activity | phosphatidylinositol N-acetylglucosaminyltransferase activity | transferase activity | GPI anchor biosynthetic process | integral component of membrane | glycosylphosphatidylinositol-N-acetylglucosaminyltransferase (GPI-GnT) complex | membrane | pollen germination | pollen tube growth
4291	5206	4291_5206	NA	980	1927	181	89.503	430	610	1357	1537	9.77e-60	230	124	NC_033807.1_LG_04_11377635_11377734_ID_4291	04	11377635	11377734	LOC109798697	P01-03A-5206	P01-03A	Celastrales	Lepidobotryaceae	Ruptiliocarpon caracolito	Hammel & N.Zamora	AT1G78630	2203009 || 2203010	AT1G78630.1 || AT1G78630	chloroplast | chloroplast stroma | chloroplast envelope | thylakoid||translation | ribosome | structural constituent of ribosome | response to cytokinin | embryo development ending in seed dormancy | mRNA binding
1991	4893	1991_4893	ID	1098	2738	339	78.466	82	413	402	737	1.11e-54	213	115	NW_017985101.1_S125937_73683_73782_ID_1991	Scaffold125937	73683	73782	LOC109791662	P01-03A-4893	P01-03A	Celastrales	Lepidobotryaceae	Ruptiliocarpon caracolito	Hammel & N.Zamora	AT5G66470	2154915 || 2154914	AT5G66470 || AT5G66470.1	RNA binding | GTP binding||chloroplast
7193	5123	7193_5123	NA	825	2233	123	79.675	275	396	1016	1137	5.22e-17	87.9	47	NC_033809.1_LG_06_15188863_15188962_ID_7193	06	15188863	15188962	LOC109800756	P01-04D-5123	P01-04D	Vahliales	Vahliaceae	Vahlia capensis	(L. f.) Thunb.	AT5G45360	2163503 || 3441059	AT5G45360 || AT5G45360.1	protein ubiquitination | protein binding | ubiquitin-dependent protein catabolic process||cytoplasm
7673	6533	7673_6533	NA	936	1783	157	85.35	355	511	1587	1431	9.59e-40	163	88	NW_017984444.1_S133145_113864_113963_ID_7673	Scaffold133145	113864	113963	LOC109819268	P01-04D-6533	P01-04D	Vahliales	Vahliaceae	Vahlia capensis	(L. f.) Thunb.	AT5G46180	2161398 || 2161397	AT5G46180 || AT5G46180.1	ornithine catabolic process | ornithine-oxo-acid transaminase activity | mitochondrion localization | hyperosmotic salinity response | defense response to bacterium, incompatible interaction | proline biosynthetic process | response to salt stress | mitochondrial matrix | pyridoxal phosphate binding | zinc ion binding | identical protein binding | plant-type hypersensitive response | mitochondrion | arginine catabolic process to glutamate||cytoplasm
2030	6036	2030_6036	NA	981	4884	271	83.764	375	644	3814	4083	1.61e-67	255	138	NC_033812.1_LG_09_64839_65056_ID_2030	09	64839	65056	LOC109805254	P03-06C-6036	P03-06C	Brassicales	Tovariaceae	Tovaria pendula	Ruiz & Pav.	AT3G07050	2077587 || 2077586	AT3G07050 || AT3G07050.1	regulation of epidermal cell differentiation | protein binding | negative regulation of transcription, DNA-templated | floral organ morphogenesis | GTPase activity | maintenance of inflorescence meristem identity | GTP binding | ribosome biogenesis | nucleolus | cotyledon development | regulation of embryonic development | regulation of leaf development||nucleus | plasmodesma | nucleolus
1673	6528	1673_6528	NA	1063	627	200	84	440	639	174	373	1.39e-48	193	104	NC_033814.1_LG_11_41372702_41372943_ID_1673	11	41372702	41372943	LOC109808293	P03-05C-6528	P03-05C	Caryophyllales	Nepenthaceae	Nepenthes mirabilis	(Lour.) Druce	AT5G57040	2164600 || 2164599	AT5G57040 || AT5G57040.1	lyase activity | catalytic activity||chloroplast
960	6363	960_6363	ID	1042	3508	200	88.5	453	652	3017	3216	1.34e-63	243	131	NW_017984068.1_S000332_394417_394658_ID_960	Scaffold000332	394417	394658	LOC109810744	P02-01G-6363	P02-01G	Fagales	Myricaceae	Comptonia peregrina	(L.) Coult.	AT1G78010	2029406 || 2029405	AT1G78010 || AT1G78010.1	GTPase activity | tRNA modification | intracellular | GTP binding||cytoplasm
959	6363	959_6363	ID	999	917	157	88.535	468	624	126	282	4.7e-48	191	103	NW_017984068.1_S000332_397433_397678_ID_959	Scaffold000332	397433	397678	LOC109810744	P02-12A-6363	P02-12A	Rosales	Barbeyaceae	Barbeya oleoides	Schweinf.	AT1G78010	2029406 || 2029405	AT1G78010 || AT1G78010.1	GTPase activity | tRNA modification | intracellular | GTP binding||cytoplasm
1546	6284	1546_6284	NA	1232	1936	569	73.989	522	1086	644	80	5.74e-58	224	121	NW_017984444.1_S133145_1530_1809_ID_1546	Scaffold133145	1530	1809	LOC109819271	gunnera_combined-6284	gunnera_combined	Gunnerales	Gunneraceae	Gunnera manicata	Linden ex André	AT2G44660	2042411	AT2G44660	transferase activity, transferring glycosyl groups | integral component of membrane
4733	6689	4733_6689	NA	1005	2261	151	83.444	832	982	278	428	4.83e-33	141	76	NW_017984180.1_S129401_100145_100404_ID_4733	Scaffold129401	100145	100404	LOC109814950	gunnera_combined-6689	gunnera_combined	Gunnerales	Gunneraceae	Gunnera manicata	Linden ex André	AT1G31190	2029524 || 2029523	AT1G31190 || AT1G31190.1	inositol monophosphate 3-phosphatase activity | inositol phosphate dephosphorylation | metal ion binding | inositol monophosphate 4-phosphatase activity | phosphatidylinositol phosphorylation | inositol metabolic process | 3'(2'),5'-bisphosphate nucleotidase activity | inositol biosynthetic process | inositol monophosphate 1-phosphatase activity | sulfur compound metabolic process | signal transduction||chloroplast | chloroplast stroma | cytosol
7736	6483	7736_6483	NA	1067	2589	101	89.109	733	833	604	504	1.44e-28	126	68	NW_017984950.1_S131578_22998_23097_ID_7736	Scaffold131578	22998	23097	LOC109791108	P03-03D-6483	P03-03D	Escalloniales	Escalloniaceae	Forgesia racemosa	J.F. Gmel.	AT4G31530	2125288 || 6530297567	AT4G31530.1 || AT4G31530.2	chloroplast | chloroplast envelope | chloroplast stroma||chloroplast
678	4893	678_4893	ID	937	1867	102	88.235	83	184	1439	1540	1.63e-27	122	66	NW_017985101.1_S125937_75476_75575_ID_678	Scaffold125937	75476	75575	LOC109791662	P03-08D-4893	P03-08D	Sapindales	Sapindaceae	Dodonaea viscosa	(L.) Jacq.	AT5G66470	2154915 || 2154914	AT5G66470 || AT5G66470.1	RNA binding | GTP binding||chloroplast
6974	6119	6974_6119	NA	1650	4510	107	96.262	193	299	3516	3622	2.19e-43	176	95	NW_017987996.1_S137767_7268_7367_ID_6974	Scaffold137767	7268	7367	NA	P03-03E-6119	P03-03E	Paracryphiales	Paracryphiaceae	Quintinia oreophila	(Schltr.) Schltr.	AT3G42660	2096489	AT3G42660	nucleotide binding | protein binding | nucleus | positive regulation of histone H3-K27 methylation
